Asset_Type,Equipment_ID,Date_Install,Longitude,Latitude,STREET_1,STREET_2,Suburb,RMS_Region
PED ,1953,14-Jul-58,151.2635632,-33.89390499,BONDI RD,WATSON ST,BONDI,Sydney
PED ,1954,26-Jul-61,151.1077455,-33.68853755,PACIFIC HWY,ASQUITH STATION (@),ASQUITH,Sydney
VEH ,1955,09-Aug-90,150.9377166,-33.76887218,LUCAS RD,QUINN AV,SEVEN HILLS,Sydney
PED ,1956,08-Oct-74,151.097463,-33.82171214,CHURCH ST,WELL ST (N-),RYDE,Sydney
PED ,1957,29-Jun-90,150.8712796,-34.47205237,LAKE AV,CRINGILA ST (S-),CRINGILA,Southern
PED ,1958,19-Nov-74,151.0544095,-33.76538422,NORTH ROCKS RD,TOBRUK AV (E-),CARLINGFORD,Sydney
PED ,1959,19-Nov-74,151.0517395,-33.76583339,NORTH ROCKS RD,BARDIA RD (E-),CARLINGFORD,Sydney
PED ,1960,19-Dec-72,150.9069599,-33.78101462,FLUSHCOMBE RD,NEWHAVEN AV (S-),BLACKTOWN,Sydney
PED ,1961,19-Jun-89,151.4622552,-33.36579118,WYONG RD,DAVIDSON AV (W-),KILLARNEY VALE,Hunter
PED ,1962,25-May-61,151.0942468,-33.87297383,THE BOULEVARDE,PARNELL ST,STRATHFIELD,Sydney
VEH ,1963,07-Mar-73,151.0125592,-33.92551852,EDGAR ST,UPPER RAILWAY PDE,CONDELL PARK,Sydney
PED ,1965,13-Nov-62,151.1217567,-34.04167084,THE KINGSWAY,CARINGBAH STATION (@),CARINGBAH,Sydney
PED ,1966,01-Sep-89,151.1437729,-33.90265812,NEW CANTERBURY RD,PIGOTT ST (S-),DULWICH HILL,Sydney
PED ,1967,08-Mar-73,151.036893,-33.80328981,KISSING POINT RD,ELDER ST (W-),DUNDAS,Sydney
PED ,1968,15-Mar-73,151.2576741,-33.93710644,MALABAR RD,GREGORY ST (N-),MAROUBRA,Sydney
PED ,1969,20-Mar-73,151.1547664,-33.80444713,MOWBRAY RD WEST,WILLANDRA ST (E-),LANE COVE WEST,Sydney
PED ,1970,25-May-89,151.7713429,-32.93184509,DARBY ST,BULL ST (N-),COOKS HILL,Hunter
VEH ,1972,28-Sep-01,150.8697586,-34.52530058,WINDANG RD,WATTLE AV,WINDANG,Southern
VEH ,1973,05-Jul-62,151.2527932,-33.87514217,VICTORIA RD,GINAHGULLA RD (N-),BELLEVUE HILL,Sydney
PED ,1975,23-May-61,151.1687228,-33.8857004,JOHNSTON ST,RESERVE ST  (SW-),ANNANDALE,Sydney
PED ,1976,09-Jun-89,151.0550961,-34.0298181,LINDEN ST,OXFORD ST (S-),SUTHERLAND,Sydney
PED ,1977,28-Apr-89,151.7767259,-32.92703595,KING ST,CROWN ST (@),NEWCASTLE,Hunter
PED ,1978,06-Dec-72,151.1002137,-33.88750572,HUME HWY,BAKER ST (E-),BURWOOD,Sydney
PED ,1979,09-Mar-90,151.0475197,-33.76425166,PENNANT HILLS RD,MURRAY FARM RD (S-),CARLINGFORD,Sydney
PED ,1980,15-Aug-61,151.0167281,-33.80858328,VICTORIA RD,WANDSWORTH ST (NE-),PARRAMATTA,Sydney
PED ,1984,13-Sep-60,151.1505239,-33.85372013,LYONS RD,THOMPSON ST (NE-),DRUMMOYNE,Sydney
PED ,1985,08-Sep-72,151.0846426,-33.9096617,BURWOOD RD,KNOX ST (NE-),BELMORE,Sydney
PED ,1986,08-Sep-72,151.0844883,-33.91088347,BURWOOD RD,ALLAN AV  (NW-),BELMORE,Sydney
VEH ,1987,28-Sep-62,151.1196565,-33.82104469,VICTORIA RD,FRANK ST,GLADESVILLE,Sydney
VEH ,1988,04-Sep-90,149.728805,-34.73553397,POLICE ACADEMY TRAINING CIRCUIT,ACCESS RD,GOULBURN,Southern
PED ,1989,03-Dec-53,151.2293481,-33.92935483,BUNNERONG RD,APSLEY AV (S-),DACEYVILLE,Sydney
PED ,1990,18-Nov-91,150.7998141,-34.56861183,TONGARRA RD,ASH AV (W-),ALBION PARK RAIL,Southern
PED ,1991,25-Nov-92,151.0351112,-33.91174961,CHAPEL RD,BANKSTOWN TAFE (@),BANKSTOWN,Sydney
PED ,1997,13-Sep-60,151.1214302,-33.72878436,PACIFIC HWY,EULBERTIE AV (NW-),WARRAWEE,Sydney
PED ,1999,27-Nov-56,151.2437615,-33.91036738,AVOCA ST,COWPER ST (S-),RANDWICK,Sydney
VEH ,2002,21-Sep-90,150.8788738,-34.48146293,COWPER ST,EYRE PL,WARRAWONG,Southern
PED ,2003,29-Jun-90,150.8748138,-34.47930205,FLAGSTAFF RD,COWPER ST (W-),WARRAWONG,Southern
PED ,2004,07-Aug-58,151.1631713,-33.8964959,STANMORE RD,HOLT ST (W-),STANMORE,Sydney
PED ,2005,18-Jul-58,151.1092841,-33.92938897,BEXLEY RD,EULABAH AV (N-),EARLWOOD,Sydney
PED ,2009,25-Jun-90,151.7527509,-32.93226573,STEWART AV,JENNER PDE (N),HAMILTON SOUTH,Hunter
VEH ,2010,10-Dec-01,151.1500177,-33.93633588,M5 OFF RAMP,PRINCES HWY,ARNCLIFFE,Sydney
PED ,2011,29-Jul-60,151.2318987,-33.82273958,MACPHERSON ST,BARISTON AV (S-),MOSMAN,Sydney
PED ,2012,06-Jun-62,151.1609697,-33.92034451,UNWINS BRIDGE RD,FOREMAN ST (SW-),TEMPE,Sydney
PED ,2013,13-Sep-60,151.0452699,-33.81282578,VICTORIA RD,JOHN ST (W-),RYDALMERE,Sydney
PED ,2014,07-Mar-90,151.0066805,-33.59938915,OLD NORTHERN RD,GLENORIE PUB SCHOOL (@),GLENORIE,Sydney
PED ,2015,19-Dec-72,151.0764002,-33.92029813,THE BOULEVARDE,CROYDON AV (E-),LAKEMBA,Sydney
PED ,2016,13-Sep-60,151.1224765,-33.92804562,HOMER ST,EARLWOOD PUBLIC SCHOOL (@),EARLWOOD,Sydney
PED ,2017,13-Sep-60,151.1026687,-33.94804938,KINGSGROVE RD,BANNER RD (S-),KINGSGROVE,Sydney
PED ,2019,13-Sep-60,151.0133419,-33.90543062,HUME HWY,WYCOMBE ST (E-),YAGOONA,Sydney
PED ,2020,13-Sep-60,151.1722303,-33.87802349,JOHNSTON ST,PIPER ST (N-),ANNANDALE,Sydney
PED ,2021,19-Sep-60,151.2145682,-33.88239525,CROWN ST,RESERVOIR ST (S-),SURRY HILLS,Sydney
PED ,2022,13-Sep-60,151.2725661,-33.86553246,NEW SOUTH HEAD RD,RAWSON RD (SW-),ROSE BAY,Sydney
PED ,2023,13-Sep-60,151.2521381,-33.89846687,BRONTE RD,CHURCH ST (SE-),WAVERLEY,Sydney
PED ,2024,31-Jul-68,151.2373987,-33.92536835,RAINBOW ST,PATON ST (E-),RANDWICK,Sydney
PED ,2025,13-Sep-60,151.1741122,-33.90662009,EDGEWARE RD,WELLS ST (NW-),ENMORE,Sydney
PED ,2026,13-Sep-60,151.1954187,-33.94276092,BOTANY RD,HICKSON ST (NW-),BOTANY,Sydney
VEH ,2027,30-Aug-84,150.8179054,-33.60995795,MACQUARIE ST,DAY ST,WINDSOR,Sydney
PED ,2028,13-Sep-60,151.0967354,-34.03365848,THE KINGSWAY,SYLVIA ST (W-),MIRANDA,Sydney
PED ,2031,08-Aug-61,151.1380833,-33.76040925,RYDE RD,SHADOCK AV (S-),WEST PYMBLE,Sydney
PED ,2034,06-Feb-90,150.8882209,-33.74140889,QUAKERS RD,NARRABRI ST (E-),MARAYONG,Sydney
VEH ,2037,16-Aug-61,150.9134429,-34.32794152,PRINCES HWY,HOBART ST,BULLI,Southern
VEH ,2038,06-Apr-90,151.0722235,-33.73784457,YARRARA RD,RAMSEY RD,PENNANT HILLS,Sydney
VEH ,2039,30-Jan-90,151.0117238,-33.81702293,HARRIS ST,MACQUARIE ST,PARRAMATTA,Sydney
PED ,2040,02-Aug-61,150.7708859,-33.76961391,GREAT WESTERN HWY,PRINCESS MARY ST (E-),ST MARYS,Sydney
PED ,2041,02-Aug-61,150.7058161,-33.75543211,HIGH ST,DOONMORE ST (E-),PENRITH,Sydney
PED ,2044,25-May-92,151.0833096,-34.01352425,FREYA ST,KAREELA PUB SCHOOL (@),KAREELA,Sydney
PED ,2045,05-Jul-62,151.2995548,-33.70054097,PITTWATER RD,NAMONA ST (S-),NORTH NARRABEEN,Sydney
PED ,2046,05-Jun-62,151.0611572,-33.95579313,BONDS RD,TRAFALGAR ST (NW-),PEAKHURST,Sydney
PED ,2048,14-May-65,151.2523486,-33.88950372,EDGECLIFF RD,ADELAIDE ST (NE-),WOOLLAHRA,Sydney
VEH ,2049,13-Jul-00,151.0121002,-33.8158521,GEORGE ST,HARRIS ST,PARRAMATTA,Sydney
PED ,2051,09-Dec-71,151.083179,-33.77075347,OXFORD ST,CAMBRIDGE ST (N-),EPPING,Sydney
PED ,2053,04-Jul-62,151.0818797,-33.95067952,KING GEORGES RD,NORFOLK AV (NW-),BEVERLY HILLS,Sydney
VEH ,2055,24-Mar-65,151.742874,-32.90204919,MAITLAND RD,HAVELOCK ST,MAYFIELD,Hunter
VEH ,2056,04-Feb-65,151.6592598,-33.03840122,PACIFIC HWY,GEN ST,BELMONT,Hunter
VEH ,2057,15-Jul-00,151.7074197,-32.9407424,PARK AV,KULLAIBA RD,KOTARA,Hunter
PED ,2058,09-Apr-65,151.0379828,-33.78619935,PENNANT HILLS RD,TINTERN AV (W-),CARLINGFORD,Sydney
VEH ,2059,22-Mar-01,151.024635,-33.93507924,CANTERBURY RD,CLARIBEL ST,BANKSTOWN,Sydney
PED ,2060,11-Mar-65,151.0725881,-33.96115425,FOREST RD,WATTLE ST (SE-),MORTDALE,Sydney
PED ,2061,29-Jun-66,151.7049009,-32.91148668,CROUDACE ST,ELDER ST (S-),LAMBTON,Hunter
PED ,2062,26-Mar-96,151.2808613,-33.88980923,CAMPBELL PDE,RAMSGATE AV  (S-),BONDI BEACH,Sydney
VEH ,2064,24-Jul-00,151.7121019,-32.93890801,NORTHCOTT DR,KULLAIBA RD,KOTARA,Hunter
PED ,2065,05-Dec-97,151.1607806,-33.90889941,SYDENHAM RD,FARR ST (E-),MARRICKVILLE,Sydney
PED ,2066,14-Dec-64,151.7384045,-29.73631651,CHURCH ST,FERGUSON ST (S-),GLEN INNES,Northern
VEH ,2067,10-Oct-97,151.1959812,-33.79350604,PENSHURST ST,MACMAHON ST,NORTH WILLOUGHBY,Sydney
PED ,2068,05-Sep-96,151.1898016,-33.79421983,VICTORIA AV,BALDRY ST (E-),CHATSWOOD,Sydney
PED ,2069,15-Mar-65,151.130126,-33.99543757,ROCKY POINT RD,GRIFFITHS ST (SW-),SANS SOUCI,Sydney
PED ,2070,12-Mar-65,151.1122983,-34.03086819,THE BOULEVARDE,EDWARD AV (W-),MIRANDA,Sydney
PED ,2071,12-Apr-64,151.1858577,-33.82139627,PACIFIC HWY,INNES RD (SE-),ARTARMON,Sydney
PED ,2072,22-Feb-67,151.0882344,-33.91728785,BURWOOD RD,BELMORE STATION (@),BELMORE,Sydney
PED ,2074,17-Jun-65,150.9230027,-33.89893114,CABRAMATTA RD WEST,GRANT AV (NE-),CABRAMATTA,Sydney
PED ,2078,14-May-65,151.2557662,-33.89665961,BIRRELL ST,GOLDIE AV (W-),WAVERLEY,Sydney
PED ,2079,26-Apr-73,151.1655419,-33.73841425,HORACE ST,AMESBURY AV (N-),ST IVES,Sydney
VEH ,2082,13-Feb-67,149.100044,-33.28363802,SUMMER ST,LORDS PL (W-),ORANGE,Western
PED ,2083,19-Feb-03,151.0052127,-33.81787572,ARGLYE ST,CHURCH ST (E-),PARRAMATTA,Sydney
PED ,2084,13-Apr-67,151.257398,-33.75318826,WARRINGAH RD,DAINES PDE (E-),BEACON HILL,Sydney
PED ,2086,21-Feb-67,151.055192,-33.92735806,ROSSMORE AV,CAMPBELL ST (S-),PUNCHBOWL,Sydney
PED ,2087,04-Sep-67,151.1773516,-33.8849597,PYRMONT BRIDGE RD,LAYTON ST (NE-),CAMPERDOWN,Sydney
PED ,2088,26-Apr-67,151.093488,-33.8763659,THE BOULEVARDE,CARRINGTON AV (S-),STRATHFIELD,Sydney
PED ,2090,26-Jun-66,151.4562846,-32.69924937,NEW ENGLAND HWY,STATION ST (E-),LOCHINVAR,Hunter
PED ,2091,18-Jun-68,151.210112,-33.82372332,MILLER ST (E-),WARRINGAH FWY ON RAMP,CAMMERAY,Sydney
PED ,2092,25-Jan-68,151.7310799,-32.89328121,MAITLAND RD,WILSON ST (NW-),MAYFIELD,Hunter
PED ,2093,01-Jun-73,151.0693903,-33.94864707,BROADARROW RD,CHAMBERLAIN ST (E-),NARWEE,Sydney
PED ,2094,21-Aug-67,150.9043979,-34.3436161,PRINCES HWY,NICHOLSONS RD (N-),WOONONA,Southern
VEH ,2095,29-Nov-00,150.9040423,-34.34631492,PRINCES HWY,GRAY ST,WOONONA,Southern
VEH ,2096,01-Jul-68,151.7379816,-32.8984359,MAITLAND RD,VICTORIA ST,MAYFIELD,Hunter
PED ,2097,12-Nov-68,151.0723891,-33.75711575,BEECROFT RD,MASON AV  (NW-),CHELTENHAM,Sydney
PED ,2098,27-Sep-67,151.1951407,-33.77875221,BABBAGE RD,ALLAN ST (N-),ROSEVILLE CHASE,Sydney
VEH ,2099,12-Oct-67,151.285736,-33.74898618,FISHER RD,REGENT ST,DEE WHY,Sydney
PED ,2100,29-May-68,151.0848184,-33.80714116,VICTORIA RD,ENDEAVOUR ST (E-),WEST RYDE,Sydney
PED ,2102,19-Sep-60,151.2545297,-33.90406682,ALBION ST,SANTA MARINA AV (S-),WAVERLEY,Sydney
VEH ,2103,15-Jul-02,150.9345629,-34.30627855,LAWRENCE HARGRAVE DR,THE GROVE,AUSTINMER,Southern
PED ,2105,17-Jun-68,151.2414163,-33.91602419,AVOCA ST,SHORT ST (S-),RANDWICK,Sydney
PED ,2106,07-May-90,151.47522,-33.37103827,THE ENTRANCE RD,YAKKALLA ST (S-),BATEAU BAY,Hunter
PED ,2107,14-Nov-68,151.0972026,-33.69993532,PACIFIC HWY,HORNSBY TAFE (@),HORNSBY,Sydney
PED ,2108,05-May-70,151.0013365,-33.80933845,O'CONNELL ST,VICTORIA RD (S-),PARRAMATTA,Sydney
PED ,2109,11-Aug-69,151.0924409,-33.88194407,THE BOULEVARDE,LLANDILO AV (N-),STRATHFIELD,Sydney
PED ,2110,08-Aug-69,151.1530374,-33.62290375,PACIFIC HWY,BEROWRA STATION (@),BEROWRA,Sydney
PED ,2111,09-Nov-92,151.3422679,-33.4337485,MASONS PDE,DANE DR (S-),GOSFORD,Hunter
PED ,2112,29-Oct-93,150.8964256,-33.92653995,HOXTON PARK RD,BALMAIN ST (W-),CARTWRIGHT,Sydney
VEH ,2113,26-May-70,151.6291269,-32.93558226,LAKE RD,PRINCES ST,ARGENTON,Hunter
PED ,2114,11-Feb-71,151.728017,-32.92377942,LAMBTON RD,BRONTE RD (E-),BROADMEADOW,Hunter
PED ,2116,14-Jul-71,151.1980896,-33.92171568,GARDENERS RD,MIDDLEMISS ST (W-),MASCOT,Sydney
VEH ,2118,12-Jul-71,151.0858391,-33.93547759,MOORFIELDS RD,MCCALLUM ST,LAKEMBA,Sydney
PED ,2119,21-Jun-71,151.2148081,-33.89045583,BOURKE ST,PARKHAM ST (S-),SURRY HILLS,Sydney
PED ,2120,15-Jun-71,151.2417159,-33.82872262,BELMONT ST,KESTON LA (W-),MOSMAN,Sydney
PED ,2122,27-May-71,151.7414167,-32.7680905,PACIFIC HWY,WARRINGHI ST (S-),RAYMOND TERRACE,Hunter
PED ,2123,04-May-72,151.737833,-32.92416021,BELFORD ST,CHATHAM RD (E-),BROADMEADOW,Hunter
PED ,2124,27-Oct-71,151.1467323,-33.88999514,PARRAMATTA RD,TEBBUTT ST (@),LEWISHAM,Sydney
PED ,2125,02-Dec-74,151.0072178,-33.81602353,MACQUARIE ST,BARRACK LA (E-),PARRAMATTA,Sydney
PED ,2126,25-May-73,151.1723095,-33.90288629,EDGEWARE RD,SAHAH ST (S-),ENMORE,Sydney
PED ,2127,08-Jun-73,151.1048527,-33.94923725,STONEY CREEK RD,CAROLINE ST (W-),KINGSGROVE,Sydney
PED ,2129,10-May-73,151.2314302,-33.9589785,BUNNERONG RD,PERRY ST (N-),MATRAVILLE,Sydney
PED ,2130,26-Apr-73,151.0889049,-34.02752055,THE BOULEVARDE,BOLARO AV (E),GYMEA,Sydney
PED ,2131,02-Apr-73,151.2531996,-33.92030648,COOGEE BAY RD,BROOK ST (W-),COOGEE,Sydney
VEH ,2132,05-Dec-72,151.2491947,-33.76517379,ALLAMBIE RD,FLERS ST,ALLAMBIE HEIGHTS,Sydney
PED ,2133,15-May-73,151.2596445,-33.90751783,ARDEN ST,VARNA ST  (N-),CLOVELLY,Sydney
PED ,2134,16-Nov-90,151.5401628,-33.2637266,MAIN RD,ELDEN ST (E-),TOUKLEY,Hunter
PED ,2135,20-Dec-90,151.0776864,-33.80588285,VICTORIA RD,MIROOL ST (W-),WEST RYDE,Sydney
PED ,2136,26-Apr-73,150.9306964,-33.76132367,NORTHCOTT RD,FREEMAN ST (W-),LALOR PARK,Sydney
VEH ,2137,07-Aug-73,151.3012738,-33.73214532,PITTWATER RD,COLLAROY ST,COLLAROY,Sydney
VEH ,2138,29-Oct-01,150.9154925,-33.91839951,ELIZABETH DR,MARSDEN RD,LIVERPOOL,Sydney
PED ,2140,29-Oct-73,150.8687769,-34.53194473,WINDANG RD,ACACIA ST (N-),WINDANG,Southern
PED ,2141,29-May-74,151.5843674,-32.74992707,NEW ENGLAND HWY,EDGEWORTH  ST (SE-),EAST MAITLAND,Hunter
PED ,2142,08-Feb-74,151.1144344,-34.04197111,PRESIDENT AV,LAGUNA ST (E-),CARINGBAH,Sydney
PED ,2143,22-May-75,148.9170272,-34.84864696,HUME HWY,PETIT ST (N-),YASS,South Western
PED ,2144,28-Jun-74,151.0774561,-34.03672163,PRESIDENT AV,CORELLA RD (W-),KIRRAWEE,Sydney
PED ,2145,23-Aug-02,151.1272173,-33.9491346,FOREST RD,ORIENTAL ST,BEXLEY,Sydney
PED ,2147,02-Dec-74,150.9570876,-33.71198927,WINDSOR RD,PRESIDENT RD (W-),KELLYVILLE,Sydney
PED ,2148,02-Dec-74,151.0968658,-33.79278725,LOVELL RD,WARATAH ST (W-),DENISTONE EAST,Sydney
VEH ,2149,26-Nov-74,151.2503153,-33.91988121,COOGEE BAY RD,BYRON ST,COOGEE,Sydney
PED ,2150,14-Nov-74,151.2676651,-33.87096215,NEW SOUTH HEAD RD,NORWICH RD (E-),ROSE BAY,Sydney
VEH ,2151,30-Jul-01,151.4644497,-33.37760893,EASTERN RD,BROOKE AV,KILLARNEY VALE,Hunter
PED ,2152,09-Jul-75,141.4408632,-31.95971276,RAKOW ST,HARVEY ST (S-),BROKEN HILL,Western
PED ,2153,26-Feb-75,151.2286291,-33.88588395,OXFORD ST,REGENT ST (E-),PADDINGTON,Sydney
VEH ,2156,28-Jan-86,151.1874738,-33.78174705,ARCHBOLD RD,ADDISON AV,ROSEVILLE,Sydney
PED ,2158,23-Apr-93,150.9342073,-33.85258949,THE HORSLEY DR,O'CONNELL ST (W-),SMITHFIELD,Sydney
PED ,2159,21-Mar-75,151.2237105,-33.90723608,ANZAC PDE,GOODWOOD ST (S-),KENSINGTON,Sydney
PED ,2160,26-Feb-75,151.2560356,-33.93122345,MALABAR RD,NAPPER ST  (N-),COOGEE,Sydney
PED ,2161,30-Nov-92,151.118466,-33.9495019,STONEY CREEK RD,EDDYSTONE RD (E-),BEXLEY,Sydney
PED ,2162,19-Dec-74,151.2902009,-33.75409814,OAKS AV,AVON RD (W-),DEE WHY,Sydney
PED ,2163,18-Aug-75,151.0969134,-33.72058871,MALSBURY RD,NORMANHURST STATION (@),NORMANHURST,Sydney
PED ,2164,03-Jul-75,151.7145732,-32.93146755,BRIDGES ST,RYDAL ST (N-),NEW LAMBTON,Hunter
PED ,2166,07-Jun-11,151.5311369,-32.71946489,NEW ENGLAND HWY,YOUNG ST,RUTHERFORD,Hunter
PED ,2167,13-May-77,151.2225323,-33.92553311,GARDENERS RD,DONCASTER AV (E-),KINGSFORD,Sydney
PED ,2168,08-Aug-75,151.2155472,-33.92462185,GARDENERS RD,TUNSTALL AV (E-),EASTLAKES,Sydney
VEH ,2169,09-May-77,151.2844953,-33.78783955,PITTWATER RD,COLLINGWOOD RD,MANLY,Sydney
VEH ,2171,24-Aug-81,151.4245302,-33.28583928,PACIFIC HWY,CHURCH ST,WYONG,Hunter
VEH ,2172,24-May-88,150.9406499,-33.78247604,BEST RD,FULLER ST,SEVEN HILLS,Sydney
VEH ,2174,19-Nov-91,151.1019365,-34.03562651,KIORA RD SOUTH,URUNGA PDE,MIRANDA,Sydney
VEH ,2175,29-Aug-91,151.1042383,-34.03439344,THE KINGSWAY,JACKSON AV,MIRANDA,Sydney
VEH ,2177,29-Jul-93,150.3731983,-33.70954104,GREAT WESTERN HWY,FALLS RD,WENTWORTH FALLS,Sydney
PED ,2179,26-Oct-76,151.3420343,-33.42604375,MANN ST,WILLIAM ST PLAZA (@),GOSFORD,Hunter
PED ,2180,10-Dec-92,150.7938203,-34.06514179,NARELLAN RD,TAFE COLLEGE (@),CAMPBELLTOWN,Sydney
PED ,2181,05-Aug-75,151.2439071,-33.8182282,SPIT RD,WARRINGAH RD (S-),MOSMAN,Sydney
PED ,2182,29-May-78,151.2187796,-33.89323622,CLEVELAND ST,SOUTH DOWLING ST (E-),MOORE PARK,Sydney
PED ,2183,25-Feb-94,150.9635334,-33.87194821,THE HORSLEY DR,COCKBURN CRES (NW-),FAIRFIELD,Sydney
VEH ,2184,01-Dec-95,151.20726,-33.903076,BOURKE ST,O'DEA AV,WATERLOO,Sydney
PED ,2185,22-Apr-94,148.6451107,-32.25931377,MITCHELL HWY,SHERATON RD (W-),DUBBO,Western
PED ,2187,21-Apr-78,151.2255364,-33.75033398,FOREST WAY,RABBETT ST (NW-),FRENCHS FOREST,Sydney
VEH ,2188,07-Jul-92,151.1280677,-33.79335266,WICKS RD,COLLINS ST (NE-),NORTH RYDE,Sydney
PED ,2189,24-Dec-93,150.9339722,-33.77583906,SEVEN HILLS RD,BEST RD (S-),SEVEN HILLS,Sydney
VEH ,2190,18-Dec-84,151.0276815,-33.86307971,PARK RD,VAUGHAN RD,AUBURN,Sydney
VEH ,2191,20-Aug-82,151.0157401,-33.90605085,HUME HWY,EDGAR ST,YAGOONA,Sydney
VEH ,2192,30-Jan-87,151.0212112,-33.89588399,AUBURN RD,POBJE AV,BIRRONG,Sydney
VEH ,2193,15-Apr-82,150.8924134,-33.76915638,KILDARE ST,LANCASTER ST,BLACKTOWN,Sydney
VEH ,2194,15-Sep-81,150.9425507,-33.88807224,RAILWAY PDE,BAREENA ST,CANLEY VALE,Sydney
VEH ,2195,06-Nov-81,150.9611311,-33.85045545,FAIRFIELD RD,MCCREDIE RD,GUILDFORD,Sydney
VEH ,2196,27-Jun-97,147.3717574,-35.10689808,TARCUTTA ST,JOHNSTON ST,WAGGA WAGGA,South Western
VEH ,2197,08-Sep-83,150.98297,-33.82659638,BURNETT ST,HILLTOP RD,MERRYLANDS,Sydney
VEH ,2198,29-May-94,151.1973193,-33.94697055,BOTANY RD,HALE ST,BOTANY,Sydney
VEH ,2200,03-Nov-80,150.7207042,-33.75883325,GREAT WESTERN HWY,BRINGELLY RD,KINGSWOOD,Sydney
VEH ,2201,02-Feb-84,151.1095774,-33.68820553,SHERBROOK RD,BALDWIN AV,ASQUITH,Sydney
VEH ,2203,18-Nov-83,151.0074843,-33.81938745,PARKES ST,STATION ST,PARRAMATTA,Sydney
VEH ,2204,15-Jan-85,151.0471118,-33.74349628,CASTLE HILL RD,NEW LINE RD,WEST PENNANT HILLS,Sydney
VEH ,2205,22-Oct-90,146.9105509,-36.08008084,DEAN ST,WODONGA PL,ALBURY,South Western
VEH ,2206,29-Apr-81,151.0341573,-33.91742601,NORTH TRC,FETHERSTONE ST,BANKSTOWN,Sydney
VEH ,2207,07-Jan-91,150.7349757,-33.76215901,GREAT WESTERN HWY,O'CONNELL ST,KINGSWOOD,Sydney
VEH ,2208,11-Dec-97,150.9860143,-33.75001842,WINDSOR RD,ROXBOROUGH PARK RD,BAULKHAM HILLS,Sydney
VEH ,2209,28-Jun-90,151.1856204,-33.80945862,HAMPDEN RD,JERSEY RD,ARTARMON,Sydney
VEH ,2210,02-May-85,150.7837653,-33.75677368,DEBRINCAT AV,BIRCH AV,ST MARYS,Sydney
VEH ,2211,26-Jul-96,149.5835044,-33.41604011,DURHAM ST,WILLIAM ST,BATHURST,Western
VEH ,2212,19-Jul-93,150.1613693,-33.48103162,MORT ST,BRIDGE ST,LITHGOW,Western
VEH ,2213,06-Jun-91,151.61686,-32.87861837,WOODFORD ST,MINMI RD,MINMI,Hunter
VEH ,2214,01-May-84,150.8818154,-34.42590792,CROWN ST,NEW DAPTO RD,WEST WOLLONGONG,Southern
PED ,2215,18-May-83,151.7408083,-32.93671645,GLEBE RD,NEILL TCE (E-),HAMILTON SOUTH,Hunter
VEH ,2216,04-Jun-87,151.7432033,-32.93988303,PACIFIC HWY,HUGH ST,MEREWETHER,Hunter
VEH ,2217,22-Oct-81,151.6961779,-32.88443376,SANDGATE RD,MAWSON ST,SHORTLAND,Hunter
VEH,2219,24-Jun-14,151.102929,-33.780089,BALACLAVA RD,AGINCOURT RD,MARSFIELD,Sydney
VEH ,2221,10-Nov-88,150.9320996,-33.77783062,SEVEN HILLS RD,WALL PARK AV,SEVEN HILLS,Sydney
VEH ,2223,15-Jan-96,151.0535185,-33.80466673,SILVERWATER RD,KINGSFORD ST,ERMINGTON,Sydney
VEH ,2224,06-Dec-84,150.9228927,-33.88826365,CUMBERLAND HWY,ST JOHNS RD,CANLEY HEIGHTS,Sydney
VEH ,2225,23-Jan-85,151.0551183,-33.79932536,KISSING POINT RD,SILVERWATER RD EXT,DUNDAS,Sydney
VEH ,2226,26-Jul-84,150.811728,-34.0665024,DUMARESQ ST,HURLEY ST,CAMPBELLTOWN,Sydney
PED ,2227,16-Mar-81,151.0781217,-33.87699836,BARKER RD,SOUTH ST (E-),STRATHFIELD,Sydney
VEH ,2228,28-Aug-92,151.1855304,-33.92408894,COWARD ST,WESTERN ACCESS,MASCOT,Sydney
VEH ,2229,31-Oct-90,151.1796331,-32.56837378,GEORGE ST,YORK ST,SINGLETON,Hunter
VEH ,2230,02-Feb-84,151.0267912,-33.80433794,KISSING POINT RD,BETTINGTON RD,DUNDAS,Sydney
VEH ,2231,12-Jun-81,150.8481965,-33.77723558,ROOTY HILL RD SOUTH,EASTERN RD,ROOTY HILL,Sydney
VEH ,2232,16-Jul-81,151.0260082,-33.87189957,ST JOHNS RD,LIDBURY ST,AUBURN,Sydney
VEH ,2233,18-Oct-94,151.2171123,-33.71627241,FOREST WAY,CROZIER RD,BELROSE,Sydney
VEH ,2235,20-Apr-82,150.9892045,-33.92961202,MILPERRA RD,MURRAY JONES DR,MILPERRA,Sydney
VEH ,2236,21-May-81,150.9755311,-33.91405972,HENRY LAWSON DR,HAIG AV,GEORGES HALL,Sydney
PED ,2237,05-Feb-81,150.855633,-34.44163825,PRINCES HWY,GIBSONS RD (S-),FIGTREE,Southern
VEH ,2238,10-Jul-87,150.8005215,-34.07366323,GILCHRIST DR,KELLICAR RD,CAMPBELLTOWN,Sydney
VEH ,2239,15-Mar-83,151.1868948,-33.7951287,NERIDAH ST,VICTORIA AV,CHATSWOOD,Sydney
VEH ,2240,16-May-94,151.2172156,-33.72220829,FOREST WAY,WYATT AV,BELROSE,Sydney
VEH ,2241,18-Mar-83,151.1869321,-33.79921843,ARCHER ST,JOHNSON ST,CHATSWOOD,Sydney
