Asset_Type,Equipment_ID,Date_Install,Longitude,Latitude,STREET_1,STREET_2,Suburb,RMS_Region
VEH ,968,26-Jan-78,150.977421,-33.88187804,WOODVILLE RD,LLEWELLYN ST,VILLAWOOD,Sydney
VEH ,969,24-Sep-74,151.1353145,-33.77332629,RYDE RD,LADY GAME DR,WEST PYMBLE,Sydney
VEH ,970,23-Jun-73,151.1386848,-33.95072396,PRINCES HWY,BRYANT ST,ROCKDALE,Sydney
VEH ,971,02-Jul-73,151.1382519,-33.9515171,PRINCES HWY,GEEVES AV,ROCKDALE,Sydney
VEH ,972,02-Jul-73,151.1379387,-33.95213238,PRINCES HWY,KING ST,ROCKDALE,Sydney
VEH ,973,09-Mar-53,151.1375582,-33.95292502,PRINCES HWY,BAY ST,ROCKDALE,Sydney
VEH ,974,23-Oct-75,151.1376603,-33.95522552,PRINCES HWY,LISTER AV,ROCKDALE,Sydney
VEH ,975,01-Oct-75,151.1378194,-33.95711673,PRINCES HWY,ROCKDALE PLAZA DR,ROCKDALE,Sydney
VEH ,976,23-Oct-75,151.1379927,-33.95955989,PRINCES HWY,HARROW RD,KOGARAH,Sydney
VEH ,977,23-Oct-74,151.1377783,-33.96131235,PRINCES HWY,REGENT ST,KOGARAH,Sydney
VEH ,978,15-Mar-95,151.1350641,-33.9649534,MONTGOMERY ST,KENSINGTON ST,KOGARAH,Sydney
VEH ,979,29-Oct-75,151.1371675,-33.96432067,PRINCES HWY,PRESIDENT AV,KOGARAH,Sydney
PED ,981,30-Oct-57,151.1364604,-33.9677956,PRINCES HWY,ROCKY POINT RD (N-),KOGARAH,Sydney
VEH ,982,10-Nov-75,151.1361437,-33.9689244,PRINCES HWY,ROCKY POINT RD,KOGARAH,Sydney
VEH ,983,06-Sep-62,151.1349565,-33.96990176,PRINCES HWY,GRAY ST,KOGARAH,Sydney
VEH ,984,14-Nov-75,151.1363035,-33.970692,ROCKY POINT RD,GRAY AV,KOGARAH,Sydney
VEH ,985,14-Nov-75,151.1363415,-33.97165066,ROCKY POINT RD,BARTON ST,KOGARAH,Sydney
VEH ,986,06-Dec-95,151.2518353,-33.8926111,WAVERLEY ST,HOLLYWOOD AV,BONDI JUNCTION,Sydney
VEH ,987,03-Sep-93,150.932284,-33.85023867,VICTORIA ST,MARKET ST,SMITHFIELD,Sydney
VEH ,988,20-Oct-89,146.9214983,-36.07718962,DAVID ST,WILSON ST,ALBURY,South Western
VEH ,989,12-Oct-89,150.8798189,-33.74731996,RICHMOND RD,FALMOUTH RD,MARAYONG,Sydney
VEH ,990,22-Jun-92,150.8022165,-33.77910243,ROPER RD,HEWITT ST,COLYTON,Sydney
VEH ,991,27-Aug-74,151.0074782,-34.08779599,PRINCES HWY,OLIVER ST,HEATHCOTE,Sydney
VEH ,992,18-Feb-75,151.1657957,-33.77339544,PACIFIC HWY,HIGHFIELD RD,LINDFIELD,Sydney
VEH ,993,22-Sep-75,151.2388499,-33.82215193,OURIMBAH RD,COWLES RD,MOSMAN,Sydney
VEH ,995,22-Apr-75,151.0599078,-33.94632753,BONDS RD,HANNANS RD,RIVERWOOD,Sydney
VEH ,996,29-Aug-75,151.1032315,-33.90823516,BEAMISH ST,NINTH AV,CAMPSIE,Sydney
VEH ,997,10-Feb-76,151.018565,-33.91679602,MARION ST,WILLIAM ST,BANKSTOWN,Sydney
VEH ,998,23-Dec-74,151.0185419,-33.86375815,WELLINGTON RD,CHISHOLM RD,AUBURN,Sydney
VEH ,999,19-Mar-76,151.1110968,-33.89468221,GEORGES RIVER RD,CROYDON AV,CROYDON PARK,Sydney
VEH ,1000,08-Apr-74,151.2804813,-33.75865928,PITTWATER RD,HARBORD RD,DEE WHY,Sydney
VEH ,1001,09-Apr-76,151.1029967,-33.949522,STONEY CREEK RD,KINGSGROVE RD,KINGSGROVE,Sydney
VEH ,1002,24-Mar-78,151.0294793,-33.91761954,MARION ST,OLYMPIC PDE,BANKSTOWN,Sydney
VEH ,1003,16-Jan-75,151.0214471,-33.84821766,CHISHOLM RD,MONA ST,AUBURN,Sydney
VEH ,1004,14-Apr-75,150.92533,-33.92037664,ELIZABETH ST,GEORGE ST,LIVERPOOL,Sydney
VEH ,1005,19-Dec-79,151.2696171,-33.76606799,PITTWATER RD,CROSS ST,BROOKVALE,Sydney
VEH ,1006,02-Jun-75,151.2271586,-33.92281767,ANZAC PDE,MEEKS ST,KINGSFORD,Sydney
VEH ,1007,29-Apr-75,151.2620894,-33.88801873,OLD SOUTH HEAD RD,PENKIVIL ST,BONDI,Sydney
VEH ,1008,26-Mar-75,151.2598232,-33.87249662,NEW SOUTH HEAD RD,O'SULLIVAN RD,ROSE BAY,Sydney
VEH ,1009,16-May-75,151.2131359,-33.89709999,BOURKE ST,PHILLIP ST,WATERLOO,Sydney
VEH ,1010,20-Mar-75,151.0317605,-33.83958525,PARRAMATTA RD,HAMPSTEAD RD,AUBURN,Sydney
VEH ,1011,16-Jul-75,141.4677236,-31.95695412,ARGENT ST,OXIDE ST,BROKEN HILL,Western
VEH ,1012,13-Dec-74,151.1284351,-33.78514997,LANE COVE RD,WATERLOO RD,MACQUARIE PARK,Sydney
VEH ,1013,27-Aug-75,151.0662002,-34.03509315,PRESIDENT AV,ACACIA RD,KIRRAWEE,Sydney
VEH ,1014,25-Jun-75,151.0332829,-33.81078071,VICTORIA RD,CLYDE ST,RYDALMERE,Sydney
VEH ,1015,23-Jun-75,151.0802683,-33.77115955,CARLINGFORD RD,RAY RD,EPPING,Sydney
VEH ,1016,02-Dec-77,151.1271616,-33.83357255,VICTORIA RD,MERITON ST,GLADESVILLE,Sydney
VEH ,1017,01-Aug-75,150.9246139,-33.92413083,GEORGE ST,RAILWAY ST,LIVERPOOL,Sydney
VEH ,1018,15-Aug-75,149.232083,-35.35444355,LOWE ST,MONARO ST,QUEANBEYAN,Southern
VEH ,1019,11-Apr-75,150.9855056,-33.87049104,WOODVILLE RD,FAIRFIELD ST,GUILDFORD,Sydney
VEH ,1020,29-Apr-75,151.2419747,-33.95300944,ANZAC PDE,BEAUCHAMP RD,MAROUBRA,Sydney
VEH ,1021,16-Dec-75,149.0987278,-33.28344121,SUMMER ST,ANSON ST,ORANGE,Western
VEH ,1022,23-Jul-76,149.7155744,-34.75797893,AUBURN ST,CLINTON ST,GOULBURN,Southern
VEH ,1023,13-May-75,150.8946176,-33.75763268,RICHMOND RD,LYTON ST,BLACKTOWN,Sydney
VEH ,1024,06-May-75,151.0932376,-33.89904202,GEORGES RIVER RD,LEES AV,CROYDON PARK,Sydney
VEH ,1026,06-Jun-77,151.0136549,-33.79568335,PENNANT HILLS RD,JAMES RUSE DR,NORTH PARRAMATTA,Sydney
VEH ,1027,28-Jun-90,150.7534004,-33.60187321,LENNOX ST,PAGET ST,RICHMOND,Sydney
VEH ,1028,10-Jul-87,150.8067836,-34.07112293,CAMDEN RD,HURLEY ST,CAMPBELLTOWN,Sydney
VEH ,1029,16-Nov-87,151.2268729,-33.9441778,BUNNERONG RD,WESTFIELD DR,PAGEWOOD,Sydney
VEH ,1030,16-Nov-87,151.2216084,-33.94543404,WENTWORTH AV,BANKS AV,PAGEWOOD,Sydney
VEH ,1031,21-Feb-77,150.8906782,-34.40584312,PRINCES HWY,LYSAGHT ST,FAIRY MEADOW,Southern
VEH ,1033,23-Mar-71,150.8923084,-34.39756338,PRINCES HWY,CABBAGE TREE LA,FAIRY MEADOW,Southern
VEH ,1034,16-Nov-92,151.070977,-33.85653628,HOMEBUSH BAY DR,M4 E/B OFF RAMP,HOMEBUSH WEST,Sydney
VEH ,1035,14-Mar-77,150.8929027,-34.39400558,PRINCES HWY,ELLIOTTS RD,FAIRY MEADOW,Southern
VEH ,1036,17-Mar-77,150.8932236,-34.3922387,PRINCES HWY,DAISY ST,FAIRY MEADOW,Southern
VEH ,1037,06-Apr-71,150.8937013,-34.38986778,PRINCES HWY,BALGOWNIE RD,FAIRY MEADOW,Southern
VEH ,1038,28-Apr-89,151.2520258,-33.89153961,OXFORD ST,ADELAIDE ST,BONDI JUNCTION,Sydney
VEH ,1039,01-Jun-90,151.155376,-33.93608574,FLORA ST,MARSH ST,ARNCLIFFE,Sydney
VEH ,1040,22-Jul-75,151.1175044,-33.88851557,HUME HWY,MILTON ST,ASHFIELD,Sydney
VEH ,1041,16-May-75,151.2448232,-33.90283502,DARLEY RD,YORK RD,RANDWICK,Sydney
VEH ,1042,16-May-75,151.0896125,-33.89970153,PUNCHBOWL RD,GEORGES RIVER RD,BELFIELD,Sydney
VEH ,1043,29-Apr-75,151.0955005,-33.88593832,HUME HWY,WENTWORTH RD,ENFIELD,Sydney
VEH ,1044,05-Jun-75,151.1938042,-33.80276003,MOWBRAY RD,SYDNEY ST,WILLOUGHBY,Sydney
VEH ,1045,17-Aug-01,151.2296744,-33.82682663,GERARD  ST,BENELONG RD,CREMORNE,Sydney
VEH ,1046,20-May-75,151.1427973,-33.72004318,BOBBIN HEAD RD,BURNS RD,TURRAMURRA,Sydney
VEH ,1047,19-Jun-75,151.1900634,-33.81507003,HERBERT ST,CLEG ST,ARTARMON,Sydney
VEH ,1048,18-Jun-75,151.1710242,-33.75847389,BIRDWOOD AV,KOOLA AV,KILLARA,Sydney
VEH ,1049,11-Oct-76,151.3039869,-33.67775487,PITTWATER RD,BARRENJOEY RD,MONA VALE,Sydney
VEH ,1050,16-Dec-76,151.3060037,-33.67710223,BARRENJOEY RD,PARK ST,MONA VALE,Sydney
VEH ,1051,31-Jul-75,151.1860057,-33.7971101,ARCHER ST,ALBERT AV,CHATSWOOD,Sydney
VEH ,1052,28-May-75,150.9511626,-33.8636468,SACKVILLE ST,POLDING ST,FAIRFIELD,Sydney
VEH ,1053,28-Mar-77,151.2656953,-33.79021199,CONDAMINE ST,BALGOWLAH RD,BALGOWLAH,Sydney
VEH ,1054,20-Apr-78,151.277254,-33.79598469,SYDNEY RD,THORNTON ST,FAIRLIGHT,Sydney
VEH ,1055,18-May-76,151.0081983,-33.80900839,VICTORIA RD,WILDE AV,PARRAMATTA,Sydney
VEH ,1056,01-Nov-90,150.9361062,-33.85690729,CUMBERLAND HWY,BRENAN ST,SMITHFIELD,Sydney
VEH ,1058,05-Mar-80,151.7522341,-32.92241647,GORDON AV,PARRY ST,HAMILTON,Hunter
VEH ,1059,28-Jun-91,151.1550047,-33.73343497,MONA VALE RD,PENTECOST AV,ST IVES,Sydney
VEH ,1061,31-Jul-78,151.1523579,-33.73865264,MONA VALE RD,TELEGRAPH RD,PYMBLE,Sydney
VEH ,1062,16-Dec-89,151.3165184,-33.42949635,BRISBANE WATER DR,KULARA AV,WEST GOSFORD,Hunter
VEH ,1063,07-Jun-77,151.0691554,-33.95816042,FOREST RD,STONEY CREEK RD,PEAKHURST,Sydney
VEH ,1064,11-Dec-90,150.9830143,-33.94174517,HENRY LAWSON DR,POZIERES AV,MILPERRA,Sydney
VEH ,1065,03-Jul-75,150.9998485,-33.81439233,MACQUARIE ST,O'CONNELL ST,PARRAMATTA,Sydney
VEH ,1066,20-Aug-75,151.0519493,-33.86392606,BACHELL AV,CHURCH ST,LIDCOMBE,Sydney
VEH ,1067,17-Jun-87,151.0736627,-33.78182388,MIDSON RD,EASTWOOD AV,EPPING,Sydney
VEH ,1068,21-Jul-75,151.0709733,-33.77314265,CARLINGFORD RD,MIDSON RD,EPPING,Sydney
VEH ,1069,27-Jul-88,151.0011042,-33.77194536,WINDSOR RD,VENTURA RD,NORTHMEAD,Sydney
VEH ,1070,12-Mar-76,151.0865571,-33.87512452,HOMEBUSH RD,REDMYRE RD,STRATHFIELD,Sydney
VEH ,1072,21-Jul-75,151.1125305,-33.74524817,THE COMENARRA PKY,KISSING POINT RD,TURRAMURRA,Sydney
VEH ,1073,21-Aug-75,150.6954571,-33.75184976,HENRY ST,STATION ST,PENRITH,Sydney
VEH ,1074,19-Aug-75,150.9555187,-33.86852742,NELSON ST,SMART ST,FAIRFIELD,Sydney
VEH ,1075,07-Aug-75,150.9197816,-33.77606267,BLACKTOWN RD,WALL PARK AV,BLACKTOWN,Sydney
VEH ,1076,04-Dec-75,151.0707883,-34.03575458,PRESIDENT AV,OAK RD,KIRRAWEE,Sydney
VEH ,1077,08-Sep-75,151.7320244,-32.88709991,INDUSTRIAL DR,TOURLE ST,MAYFIELD,Hunter
VEH ,1078,26-Aug-75,151.6866573,-32.95667211,CHARLESTOWN RD,HILLSBOROUGH RD,CHARLESTOWN,Hunter
VEH ,1079,04-Dec-75,151.2439808,-33.90928804,FRENCHMANS RD,AVOCA ST,RANDWICK,Sydney
VEH ,1080,18-Mar-76,151.2111882,-33.92356209,GARDENERS RD,RACECOURSE PL,EASTLAKES,Sydney
VEH ,1081,11-Feb-77,151.155152,-33.87346444,LILYFIELD RD,MARY ST,LILYFIELD,Sydney
VEH ,1082,15-Jun-88,151.2441033,-33.82907473,MILITARY RD,BELMONT RD (EAST),MOSMAN,Sydney
VEH ,1083,09-Apr-76,151.1068136,-33.68919552,PACIFIC HWY,JERSEY ST NORTH,ASQUITH,Sydney
VEH ,1084,12-Mar-76,150.958663,-33.85762395,FAIRFIELD RD,DURSLEY RD,FAIRFIELD,Sydney
VEH ,1085,14-Jul-76,151.0021797,-33.79728554,CHURCH ST,BARNEY ST,NORTH PARRAMATTA,Sydney
VEH ,1086,03-Aug-77,150.9954369,-33.78641001,WINDSOR RD,MOXHAM RD,NORTHMEAD,Sydney
VEH ,1087,20-Aug-76,151.1634819,-33.90227725,ILLAWARRA RD,ADDISON RD,MARRICKVILLE,Sydney
VEH ,1088,22-Dec-75,151.0736459,-33.88743748,HUME HWY,COSGROVE RD,ENFIELD,Sydney
VEH ,1089,11-Jun-87,150.9082678,-33.77181393,FLUSHCOMBE RD,ALPHA ST,BLACKTOWN,Sydney
VEH ,1090,29-Apr-77,150.8599633,-34.55242053,SHELLHARBOUR RD,LAKE ENTRANCE RD,WARILLA,Southern
VEH ,1091,17-Feb-89,151.258959,-33.88703202,VICTORIA RD,BELLEVUE RD,BELLEVUE HILL,Sydney
VEH ,1092,05-Sep-79,151.0026762,-33.8119383,MARSDEN ST,PHILLIP ST,PARRAMATTA,Sydney
VEH ,1093,10-Mar-76,151.0022326,-33.81327913,MARSDEN ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1094,02-Nov-84,151.0003535,-33.81283305,O'CONNELL ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1095,10-Mar-76,151.001717,-33.81478056,MARSDEN ST,MACQUARIE ST,PARRAMATTA,Sydney
VEH ,1096,18-May-90,150.3756417,-33.71056521,GREAT WESTERN HWY,STATION ST,WENTWORTH FALLS,Sydney
VEH ,1097,06-Sep-00,151.2248289,-33.88477624,OXFORD ST,YOUNG ST,PADDINGTON,Sydney
VEH ,1098,09-Dec-76,151.0005446,-33.81837096,MARSDEN ST,CAMPBELL ST,PARRAMATTA,Sydney
VEH ,1099,05-Jul-05,151.0038682,-33.81915388,CHURCH ST,CAMPBELL ST,PARRAMATTA,Sydney
VEH ,1100,25-Jan-84,151.0067769,-33.81299797,SMITH ST,PHILLIP ST,PARRAMATTA,Sydney
VEH ,1101,23-Nov-76,151.0063359,-33.81424577,SMITH ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1102,07-Sep-77,151.005882,-33.81572661,SMITH ST,MACQUARIE ST,PARRAMATTA,Sydney
VEH ,1103,26-Aug-98,151.0092883,-33.81494159,CHARLES ST,GEORGE ST,PARRAMATTA,Sydney
VEH ,1104,24-Nov-97,151.0088044,-33.81637602,CHARLES ST,MACQUARIE ST,PARRAMATTA,Sydney
VEH ,1105,23-Nov-76,151.0016926,-33.80820294,O'CONNELL ST,VICTORIA RD,PARRAMATTA,Sydney
VEH ,1106,11-Aug-75,151.1515478,-33.6238925,PACIFIC HWY,BEROWRA WATERS RD,BEROWRA,Sydney
VEH ,1107,11-Aug-75,151.11527,-33.67077027,PACIFIC HWY,PARKLANDS RD,MT COLAH,Sydney
VEH ,1108,02-Dec-76,151.1579004,-33.76767572,PACIFIC HWY,MARIAN ST,KILLARA,Sydney
VEH ,1109,26-Jun-78,151.1432197,-33.74565149,PACIFIC HWY,LIVINGSTONE AV,PYMBLE,Sydney
VEH ,1110,18-Feb-76,151.1158772,-33.7196238,PACIFIC HWY,ADA AV,WAHROONGA,Sydney
VEH ,1111,23-Oct-75,151.1867358,-33.82248568,PACIFIC HWY,WESTBOURNE ST,ARTARMON,Sydney
VEH ,1112,12-Jul-78,151.1782476,-33.78593425,PACIFIC HWY,MACLAURIN PDE,ROSEVILLE,Sydney
VEH ,1113,23-Jun-76,151.1548819,-33.76066545,PACIFIC HWY,CECIL ST,GORDON,Sydney
VEH ,1114,11-Jul-75,151.2201873,-33.73880433,FOREST WAY,GLEN ST,BELROSE,Sydney
VEH ,1115,22-Aug-75,151.1342957,-33.65652921,PACIFIC HWY,NYARA RD,MT KURING-GAI,Sydney
VEH ,1116,24-Feb-76,151.5931488,-33.01327588,THE BOULEVARDE,CARY ST,TORONTO,Hunter
VEH ,1117,19-Sep-75,150.7029144,-33.75348296,HENRY ST,EVAN ST,PENRITH,Sydney
VEH ,1118,02-Sep-94,150.670913,-33.77259446,MULGOA RD,M4 E/B ON/OFF RAMPS,JAMISONTOWN,Sydney
VEH ,1119,28-Apr-88,150.669889,-33.77317115,MULGOA RD,M4 W/B ON/OFF RAMPS,REGENTVILLE,Sydney
VEH ,1120,01-Nov-79,150.8714714,-33.79225797,GREAT WESTERN HWY,DOONSIDE RD,DOONSIDE,Sydney
VEH ,1121,15-Apr-76,151.7480905,-32.90730227,MAITLAND RD,ELIZABETH ST,TIGHES HILL,Hunter
VEH ,1122,21-Jul-76,151.7321872,-32.91664862,BROADMEADOW RD,GRIFFITHS RD,BROADMEADOW,Hunter
VEH ,1123,30-Oct-75,150.9028299,-33.77290981,NEWTON RD,BALMORAL ST,BLACKTOWN,Sydney
VEH ,1124,13-Sep-76,151.0388869,-33.90606288,HUME HWY,BERESFORD AV,BANKSTOWN,Sydney
VEH ,1125,28-Oct-75,151.1080895,-33.86260698,BURWOOD RD,CRANE ST,CONCORD,Sydney
VEH ,1126,25-May-76,150.786612,-33.77318836,GREAT WESTERN HWY,SYDNEY ST,ST MARYS,Sydney
VEH ,1127,23-Feb-77,151.0855491,-34.03257659,THE KINGSWAY,MILBURN AV,GYMEA,Sydney
VEH ,1128,07-Apr-76,151.2192508,-33.87479026,WILLIAM ST,FORBES ST,KINGS CROSS,Sydney
VEH ,1129,31-Dec-75,151.0812491,-33.73082336,PENNANT HILLS RD,THE COMENARRA PARKWAY,THORNLEIGH,Sydney
VEH ,1130,31-May-76,151.1790925,-33.77107382,ARCHBOLD RD,EASTERN ARTERIAL RD,EAST LINDFIELD,Sydney
VEH ,1131,20-May-76,151.2139438,-33.84265394,CLARK RD,HIGH ST,NORTH SYDNEY,Sydney
VEH ,1132,18-May-76,151.0645327,-33.74949541,BEECROFT RD,HANNAH ST,BEECROFT,Sydney
VEH ,1133,09-Feb-76,151.1003573,-33.69751778,GEORGE ST,BRIDGE RD,HORNSBY,Sydney
VEH ,1134,07-Jun-76,151.0172209,-33.95195885,THE RIVER RD,MARCO AV,REVESBY,Sydney
VEH ,1135,10-Aug-76,151.0333251,-33.90726204,HUME HWY,MEREDITH ST,BANKSTOWN,Sydney
VEH ,1136,30-Dec-75,151.2267887,-33.92132824,ANZAC PDE,MIDDLE ST,KINGSFORD,Sydney
VEH ,1138,05-Apr-76,151.7640272,-32.92676315,HUNTER ST,STEEL ST,NEWCASTLE WEST,Hunter
VEH ,1139,12-Jan-76,151.0755649,-33.78849576,TERRY RD,MIDSON RD,EASTWOOD,Sydney
VEH ,1140,21-May-76,151.2270476,-33.94581506,BUNNERONG RD,WENTWORTH AV,PAGEWOOD,Sydney
VEH ,1141,22-Sep-76,151.1959739,-33.89116614,ABERCROMBIE ST,IVY ST,CHIPPENDALE,Sydney
VEH ,1142,06-Jul-76,151.7275415,-32.90687197,TURTON RD,GEORGETOWN RD,WARATAH,Hunter
VEH ,1143,01-Apr-76,151.1785809,-33.88439218,PYRMONT BRIDGE RD,LYONS RD,CAMPERDOWN,Sydney
VEH ,1145,26-Mar-76,150.9637481,-33.84084198,FFAIRFIELD RD,WOODPARK RD,GUILDFORD,Sydney
VEH ,1146,23-Dec-75,150.9492532,-33.89859058,HUME HWY,CABRAMATTA RD EAST,CABRAMATTA,Sydney
VEH ,1147,01-Jun-76,151.2573914,-33.8889643,OLD SOUTH HEAD RD,VICTORIA RD,BONDI JUNCTION,Sydney
VEH ,1148,29-Jun-79,151.101828,-33.96869553,WONIORA RD,HILLCREST AV,HURSTVILLE,Sydney
VEH ,1149,31-Aug-76,150.9880936,-33.86707408,WOODVILLE RD,ORCHARDLEIGH ST,GUILDFORD,Sydney
VEH ,1150,08-Mar-77,151.0499074,-33.74809131,PENNANT HILLS RD,CASTLE HILL RD,WEST PENNANT HILLS,Sydney
VEH ,1151,15-Sep-76,151.2055782,-33.80438328,MOWBRAY RD,ALPHA RD,WILLOUGHBY,Sydney
VEH ,1152,05-Apr-77,151.1661209,-33.91521343,GLEESON AV,BURROWS AV,SYDENHAM,Sydney
VEH ,1153,04-Jan-78,151.1543777,-33.9095963,MARRICKVILLE RD,PETERSHAM RD,MARRICKVILLE,Sydney
VEH ,1154,03-Jun-76,151.1330864,-33.99059512,ROCKY POINT RD,SANDRINGHAM ST,SANS SOUCI,Sydney
VEH ,1155,20-May-76,151.0918091,-33.9512108,STONEY CREEK RD,PATRICK ST,HURSTVILLE,Sydney
VEH ,1156,18-Aug-76,151.2076713,-33.83484317,MILLER ST,MCLAREN ST,NORTH SYDNEY,Sydney
VEH ,1157,06-Aug-76,151.1074636,-33.87538267,VICTORIA ST,SHAFTESBURY RD,BURWOOD,Sydney
VEH ,1158,28-Feb-78,151.249333,-33.9145216,ALISON RD,CARRINGTON RD,RANDWICK,Sydney
VEH ,1159,16-Nov-87,151.0387218,-33.89178617,ROOKWOOD RD,MUIR RD,CHULLORA,Sydney
VEH ,1161,06-Aug-76,151.1056067,-33.88714234,HUME HWY,WELDON ST,BURWOOD,Sydney
VEH ,1162,26-Aug-76,151.2174383,-33.84036956,BEN BOYD RD,KURRABA RD,NEUTRAL BAY,Sydney
VEH ,1164,20-Dec-76,151.0719184,-33.94789646,BROADARROW RD,HANNANS RD,NARWEE,Sydney
VEH ,1165,19-Feb-76,151.2048826,-33.81928104,BROOK ST,MERRENBURN AV,NAREMBURN,Sydney
VEH ,1166,25-Aug-76,151.1424204,-33.85947815,LYONS RD,BRENT ST,RUSSELL LEA,Sydney
VEH ,1167,20-Sep-76,151.113636,-33.91444692,CANTERBURY RD,WONGA ST,CANTERBURY,Sydney
VEH ,1168,29-Mar-78,151.7207482,-32.91187752,ORLANDO RD,GRIFFITHS RD,LAMBTON,Hunter
VEH ,1169,05-Aug-76,151.2254731,-33.91485465,ANZAC PDE,HIGH ST,KENSINGTON,Sydney
VEH ,1170,17-Nov-76,151.066409,-33.73957607,PENNANT HILLS RD,BOUNDARY RD,PENNANT HILLS,Sydney
VEH ,1171,07-Mar-80,151.7458945,-32.90467235,MAITLAND RD,INGALL ST,MAYFIELD,Hunter
VEH ,1172,09-Mar-79,150.8995611,-34.42696166,CORRIMAL ST,BURELLI ST,WOLLONGONG,Southern
VEH ,1173,26-Oct-76,151.342253,-33.42497651,MANN ST,ERINA ST EAST,GOSFORD,Hunter
VEH ,1174,20-Sep-76,151.0059028,-33.73220454,OLD NORTHERN RD,CASTLE ST,CASTLE HILL,Sydney
VEH ,1175,10-Mar-89,150.7703801,-33.78827594,MAMRE RD,BANKS DR,ST CLAIR,Sydney
VEH ,1176,06-Aug-80,151.0168279,-33.73067807,OLD NORTHERN RD,CASTLE HILL RD,CASTLE HILL,Sydney
VEH ,1177,04-Oct-78,151.1160336,-33.94086585,BEXLEY RD,BARNSBURY GR,BEXLEY NORTH,Sydney
VEH ,1178,11-Oct-76,151.2973547,-33.70506218,PITTWATER RD,GARDEN ST,NORTH NARRABEEN,Sydney
VEH ,1179,14-Jul-78,151.0012443,-33.90355074,HUME HWY,JOHNSTON RD,BASS HILL,Sydney
VEH ,1181,30-Dec-75,151.0863684,-33.85781162,POMEROY ST,GEORGE ST,NORTH STRATHFIELD,Sydney
VEH ,1183,05-Aug-77,151.0976908,-33.8752264,MORWICK ST,RAILWAY PDE,BURWOOD,Sydney
VEH ,1184,16-Sep-76,151.1701626,-33.7811408,PACIFIC HWY,GROSVENOR RD,LINDFIELD,Sydney
VEH ,1185,16-Feb-76,151.0636217,-33.86759697,ARTHUR ST,RICHMOND RD,HOMEBUSH WEST,Sydney
VEH ,1187,22-Aug-94,150.9990393,-33.81700643,O'CONNELL ST,AIRD ST,PARRAMATTA,Sydney
VEH ,1189,25-Nov-76,151.2264595,-33.91942375,ANZAC PDE,BARKER ST,KENSINGTON,Sydney
PED ,1190,15-Dec-75,151.1217749,-34.04298003,PRESIDENT AV,PARK LA (W-),CARINGBAH,Sydney
VEH ,1191,09-Nov-88,150.8201635,-33.78067996,GREAT WESTERN HWY,COLYTON RD,MOUNT DRUITT,Sydney
VEH ,1192,28-Nov-75,151.1331521,-33.96273818,RAILWAY PDE,REGENT ST,KOGARAH,Sydney
VEH ,1193,14-Oct-77,147.3530728,-35.13226291,BOURKE ST,FERNLEIGH RD,WAGGA WAGGA,South Western
VEH ,1194,21-Nov-80,150.9312637,-31.08878391,BRISBANE ST,MARIUS ST,TAMWORTH,Northern
VEH ,1195,20-Apr-76,150.9993556,-33.83981374,WOODVILLE RD,LOUIS ST,MERRYLANDS,Sydney
VEH ,1196,08-Jun-76,150.9964565,-33.76538506,WINDSOR RD,COOK ST,BAULKHAM HILLS,Sydney
VEH ,1197,22-Jun-77,151.7593949,-32.92518309,HUNTER ST,STEWART AV,NEWCASTLE WEST,Hunter
VEH ,1198,14-Jul-76,150.9158602,-33.93457436,HUME HWY,REILLY ST,LIVERPOOL,Sydney
VEH ,1199,09-Jul-76,151.0434023,-33.767975,JENKINS RD,OAKES RD,CARLINGFORD,Sydney
VEH ,1200,25-Oct-87,151.1924102,-33.87396794,PYRMONT BRIDGE RD,WATTLE ST,PYRMONT,Sydney
VEH ,1201,16-Sep-76,150.9764686,-33.88367751,WOODVILLE RD,BINNA BURRA ST,VILLAWOOD,Sydney
VEH ,1202,06-May-76,150.9815142,-33.76266737,SEVEN HILLS RD,JASPER RD,BAULKHAM HILLS,Sydney
VEH ,1203,11-Jun-76,151.0343422,-33.91448311,CHAPEL RD,RICKARD RD,BANKSTOWN,Sydney
PED ,1204,11-Aug-76,151.0290535,-33.76818446,NORTH ROCKS RD,ROYAL DEAF & BLIND INST.,NORTH ROCKS,Sydney
VEH ,1205,23-Sep-76,151.2942868,-33.7451524,PITTWATER RD,SOUTH CREEK RD,DEE WHY,Sydney
VEH ,1206,15-Nov-76,151.2057624,-33.83667748,PACIFIC HWY,BERRY ST,NORTH SYDNEY,Sydney
VEH ,1207,25-Nov-76,151.1813824,-33.78677696,ARCHER ST,BOUNDARY ST,ROSEVILLE,Sydney
VEH ,1208,23-Feb-93,151.1730723,-33.87093829,CITY WEST LINK RD,THE CRESCENT,ROZELLE,Sydney
VEH ,1209,10-Mar-77,151.1797695,-33.88044452,WIGRAM RD,MINOGUE CR,GLEBE,Sydney
VEH ,1210,11-Nov-77,150.8846554,-34.43809669,GLADSTONE AV,BRIDGE ST,CONISTON,Southern
VEH ,1211,12-Oct-76,151.1965377,-33.94477825,BOTANY RD,BANKSIA ST,BOTANY,Sydney
VEH ,1212,10-Feb-77,151.2086654,-33.89640855,PHILLIP ST,MOREHEAD ST,WATERLOO,Sydney
